Aldersgruppe;Uge 10-2022_Ingen vaccination;Uge 10-2022_Første vaccination;Uge 10-2022_Anden vaccination;Uge 10-2022_Fuld effekt efter primært forløb;Uge 10-2022_Fuld effekt efter revaccination;Uge 09-2022_Ingen vaccination;Uge 09-2022_Første vaccination;Uge 09-2022_Anden vaccination;Uge 09-2022_Fuld effekt efter primært forløb;Uge 09-2022_Fuld effekt efter revaccination;Uge 08-2022_Ingen vaccination;Uge 08-2022_Første vaccination;Uge 08-2022_Anden vaccination;Uge 08-2022_Fuld effekt efter primært forløb;Uge 08-2022_Fuld effekt efter revaccination;Uge 07-2022_Ingen vaccination;Uge 07-2022_Første vaccination;Uge 07-2022_Anden vaccination;Uge 07-2022_Fuld effekt efter primært forløb;Uge 07-2022_Fuld effekt efter revaccination;Uge 06-2022_Ingen vaccination;Uge 06-2022_Første vaccination;Uge 06-2022_Anden vaccination;Uge 06-2022_Fuld effekt efter primært forløb;Uge 06-2022_Fuld effekt efter revaccination;Uge 05-2022_Ingen vaccination;Uge 05-2022_Første vaccination;Uge 05-2022_Anden vaccination;Uge 05-2022_Fuld effekt efter primært forløb;Uge 05-2022_Fuld effekt efter revaccination;Uge 04-2022_Ingen vaccination;Uge 04-2022_Første vaccination;Uge 04-2022_Anden vaccination;Uge 04-2022_Fuld effekt efter primært forløb;Uge 04-2022_Fuld effekt efter revaccination;Uge 03-2022_Ingen vaccination;Uge 03-2022_Første vaccination;Uge 03-2022_Anden vaccination;Uge 03-2022_Fuld effekt efter primært forløb;Uge 03-2022_Fuld effekt efter revaccination;Uge 02-2022_Ingen vaccination;Uge 02-2022_Første vaccination;Uge 02-2022_Anden vaccination;Uge 02-2022_Fuld effekt efter primært forløb;Uge 02-2022_Fuld effekt efter revaccination;Uge 01-2022_Ingen vaccination;Uge 01-2022_Første vaccination;Uge 01-2022_Anden vaccination;Uge 01-2022_Fuld effekt efter primært forløb;Uge 01-2022_Fuld effekt efter revaccination;Uge 52-2021_Ingen vaccination;Uge 52-2021_Første vaccination;Uge 52-2021_Anden vaccination;Uge 52-2021_Fuld effekt efter primært forløb;Uge 52-2021_Fuld effekt efter revaccination;Uge 51-2021_Ingen vaccination;Uge 51-2021_Første vaccination;Uge 51-2021_Anden vaccination;Uge 51-2021_Fuld effekt efter primært forløb;Uge 51-2021_Fuld effekt efter revaccination;Uge 50-2021_Ingen vaccination;Uge 50-2021_Første vaccination;Uge 50-2021_Anden vaccination;Uge 50-2021_Fuld effekt efter primært forløb;Uge 50-2021_Fuld effekt efter revaccination;Uge 49-2021_Ingen vaccination;Uge 49-2021_Første vaccination;Uge 49-2021_Anden vaccination;Uge 49-2021_Fuld effekt efter primært forløb;Uge 49-2021_Fuld effekt efter revaccination;Uge 48-2021_Ingen vaccination;Uge 48-2021_Første vaccination;Uge 48-2021_Anden vaccination;Uge 48-2021_Fuld effekt efter primært forløb;Uge 48-2021_Fuld effekt efter revaccination;Uge 47-2021_Ingen vaccination;Uge 47-2021_Første vaccination;Uge 47-2021_Anden vaccination;Uge 47-2021_Fuld effekt efter primært forløb;Uge 47-2021_Fuld effekt efter revaccination
0-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-29;0;0;0;0;0;0;0;0,5;1,7;0;0;0;0;0;0;0;0;0,2;0,7;0;0;0;0,4;0,6;0,3;0;0;0;0;0;0;0;0,6;0,7;0;0;0;0,2;0;0,6;0;0;0;0;0;1,7;0;0,2;0,2;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30-39;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0;1,2;0;0;0;0;0;0;0,4;0,4;0,4;0;0;0,2;0,3;0;0;0;0,2;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40-49;2,5;0;1;0;1,1;0;0;1,1;0;1,3;0;0;0,8;3,5;0,5;6,1;26,9;0,6;0;0,6;0;0;0,7;1,3;0,6;0;0;0;0;0;0;0;0,2;0;0,2;0;0;0,3;0;0,5;1,7;0;0,3;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;0;0;0;0;0;9,2;0,2;0,2;0;1,5;0;0,2;0,2;0;2,9;0;0;0;0
50-59;0;0;0,7;0;0,8;8,6;0;1,7;2,9;1,6;0;0;0,8;5,4;0,5;5,2;40;0,8;2,5;0,7;2,5;0;1,1;0;1,2;5;0;0,5;0;0,5;2,4;31,5;0,4;2,9;0,2;7,1;0;0,3;2;0;7;0;0,3;0,7;0,2;0;0;0,4;1,2;0;2,2;20,4;0;0;0;4,4;19,5;0,4;0,5;0;2,1;0;0,3;0,3;0;2,1;0;0,6;0,5;1,4;2;0;0,1;0,2;0;0;0;0,4;0,5;0
60-64;8,5;0;1,5;9,7;1,1;0;0;1,8;9,3;1,5;24;0;5,1;8,8;5;0;0;1,3;8,3;1,1;0;114,7;1,3;0;1,4;0;0;1,6;19,6;0,7;14,7;0;1,3;0;1,4;7,2;271;0,6;0;0,7;7,1;0;1,3;9,2;0;7;0;0,6;2,3;0;6,9;0;1;1;1;6,8;0;0,6;0,8;0;13,2;0;0,6;0,7;0;0;0;0,3;0,4;0;6,4;0;0,6;0,7;0;6,2;0;0,9;1;0
65-69;0;0;4,8;14,1;4,5;0;183,8;6,1;54,3;4,8;10,4;0;2,1;39;1,1;30,8;0;1,7;12,4;1,4;0;0;3,8;34,8;2,9;0;0;2,1;10,3;1,8;9,9;135,9;3,7;41,3;2,1;19,5;248,4;1,4;12,2;0,7;9,6;0;0,3;0;0,4;38;0;3,7;21,3;0,4;0;0;1,7;3;0,6;0;0;1;0,9;1,3;17,9;0;1;1,2;0;8,8;0;1;0,4;5;8,7;0;0;0;0;8,6;0;1,3;1,5;0
